CH	UCODE	JP	INIT	FINL	TONE	ORDR
糉	U+7CC9	zung3	z	ung	3	999
糊	U+7CCA	wu4	w	u	4	1000
糊	U+7CCA	wu2	w	u	2	999
糋	U+7CCB	zin3	z	in	3	1000
糌	U+7CCC	zaam1	z	aam	1	1000
糌	U+7CCC	zaa1	z	aa	1	999
糍	U+7CCD	ci4	c	i	4	1000
糎	U+7CCE	lei4 mai5	1000
糏	U+7CCF	sit3	s	it	3	1000
糐	U+7CD0	fu1	f	u	1	1000
糑	U+7CD1	nik1	n	ik	1	1000
糑	U+7CD1	lik1	l	ik	1	999
糒	U+7CD2	bei6	b	ei	6	1000
糓	U+7CD3	guk1	g	uk	1	1000
糔	U+7CD4	sau1	s	au	1	1000
糕	U+7CD5	gou1	g	ou	1	1000
糖	U+7CD6	tong4	t	ong	4	1000
糖	U+7CD6	tong2	t	ong	2	999
糗	U+7CD7	jau2	j	au	2	1000
糗	U+7CD7	cau3	c	au	3	999
糘	U+7CD8	gaa1	g	aa	1	1000
糙	U+7CD9	cou3	c	ou	3	1000
糚	U+7CDA	zong1	z	ong	1	1000
糛	U+7CDB	tong4	t	ong	4	1000
糜	U+7CDC	mei4	m	ei	4	1000
糝	U+7CDD	sam2	s	am	2	1000
糝	U+7CDD	saam2	s	aam	2	999
糞	U+7CDE	fan3	f	an	3	1000
糟	U+7CDF	zou1	z	ou	1	1000
糠	U+7CE0	hong1	h	ong	1	1000
糡	U+7CE1	goeng6	g	oeng	6	1000
糢	U+7CE2	mou4	m	ou	4	1000
糣	U+7CE3	sam2	s	am	2	1000
糤	U+7CE4	saan2	s	aan	2	1000
糥	U+7CE5	no6	n	o	6	1000
糥	U+7CE5	lo6	l	o	6	999
糦	U+7CE6	ci3	c	i	3	1000
糧	U+7CE7	loeng4	l	oeng	4	1000
糨	U+7CE8	goeng6	g	oeng	6	1000
糩	U+7CE9	kui2	k	ui	2	1000
糩	U+7CE9	kwui2	kw	ui	2	999
糪	U+7CEA	baak3	b	aak	3	1000
糫	U+7CEB	waan4	w	aan	4	1000
糬	U+7CEC	syu4	s	yu	4	1000
糭	U+7CED	zung3	z	ung	3	1000
糮	U+7CEE	haam5	h	aam	5	1000
糯	U+7CEF	no6	n	o	6	1000
糯	U+7CEF	lo6	l	o	6	999
糯	U+7CEF	no2	n	o	2	998
糯	U+7CEF	lo2	l	o	2	997
糰	U+7CF0	tyun4	t	yun	4	1000
糱	U+7CF1	jit6	j	it	6	1000
糱	U+7CF1	jip6	j	ip	6	999
糲	U+7CF2	lai6	l	ai	6	1000
糳	U+7CF3	zok6	z	ok	6	1000
糴	U+7CF4	dek6	d	ek	6	1000
糵	U+7CF5	jit6	j	it	6	1000
糵	U+7CF5	jip6	j	ip	6	999
糶	U+7CF6	tiu3	t	iu	3	1000
糷	U+7CF7	laan6	l	aan	6	1000
糸	U+7CF8	mik6	m	ik	6	1000
糹	U+7CF9	kiu5 si1 bin1	1000
糺	U+7CFA	gau2	g	au	2	1000
糺	U+7CFA	dau2	d	au	2	999
糺	U+7CFA	giu2	g	iu	2	998
系	U+7CFB	hai6	h	ai	6	1000
系	U+7CFB	hai2	h	ai	2	999
系	U+7CFB	gai3	g	ai	3	998
糼	U+7CFC	gung1	g	ung	1	1000
糽	U+7CFD	zang2	z	ang	2	1000
糾	U+7CFE	gau2	g	au	2	1000
糾	U+7CFE	dau2	d	au	2	999
糾	U+7CFE	giu2	g	iu	2	998
糿	U+7CFF	jau3	j	au	3	1000
紀	U+7D00	gei2	g	ei	2	1000
紀	U+7D00	gei3	g	ei	3	999
紁	U+7D01	caa3	c	aa	3	1000
紂	U+7D02	zau6	z	au	6	1000
紃	U+7D03	ceon4	c	eon	4	1000
約	U+7D04	joek3	j	oek	3	1000
約	U+7D04	wok6	w	ok	6	999
紅	U+7D05	hung4	h	ung	4	1000
紅	U+7D05	hung2	h	ung	2	999
紅	U+7D05	gung1	g	ung	1	998
紆	U+7D06	jyu1	j	yu	1	1000
紇	U+7D07	hat6	h	at	6	1000
紇	U+7D07	gat1	g	at	1	999
紈	U+7D08	jyun4	j	yun	4	1000
紉	U+7D09	jan6	j	an	6	1000
紊	U+7D0A	man6	m	an	6	1000
紊	U+7D0A	man5	m	an	5	999
紋	U+7D0B	man4	m	an	4	1000
紋	U+7D0B	man2	m	an	2	999
紋	U+7D0B	man6	m	an	6	998
紌	U+7D0C	kau4	k	au	4	1000
納	U+7D0D	naap6	n	aap	6	1000
納	U+7D0D	laap6	l	aap	6	999
紎	U+7D0E	zi1	z	i	1	1000
紏	U+7D0F	tau2	t	au	2	1000
紐	U+7D10	nau2	n	au	2	1000
紐	U+7D10	lau2	l	au	2	999
紑	U+7D11	fau4	f	au	4	1000
紒	U+7D12	gai3	g	ai	3	1000
紓	U+7D13	syu1	s	yu	1	1000
純	U+7D14	seon4	s	eon	4	1000
純	U+7D14	zeon2	z	eon	2	999
紕	U+7D15	pei1	p	ei	1	1000
紕	U+7D15	pei4	p	ei	4	999
紖	U+7D16	zan6	z	an	6	1000
紖	U+7D16	zan3	z	an	3	999
紗	U+7D17	saa1	s	aa	1	1000
紘	U+7D18	wang4	w	ang	4	1000
紙	U+7D19	zi2	z	i	2	1000
級	U+7D1A	kap1	k	ap	1	1000
紛	U+7D1B	fan1	f	an	1	1000
紜	U+7D1C	wan4	w	an	4	1000
紝	U+7D1D	jam6	j	am	6	1000
紝	U+7D1D	jam4	j	am	4	999
紞	U+7D1E	daam2	d	aam	2	1000
紞	U+7D1E	dam2	d	am	2	999
紟	U+7D1F	gam1	g	am	1	1000
紟	U+7D1F	gam3	g	am	3	999
素	U+7D20	sou3	s	ou	3	1000
紡	U+7D21	fong2	f	ong	2	1000
索	U+7D22	sok3	s	ok	3	1000
索	U+7D22	suk3	s	uk	3	999
索	U+7D22	saak3	s	aak	3	998
紣	U+7D23	ceoi3	c	eoi	3	1000
紤	U+7D24	gau2	g	au	2	1000
紥	U+7D25	zaat3	z	aat	3	1000
紦	U+7D26	baa1	b	aa	1	1000
紧	U+7D27	gan2	g	an	2	1000
紨	U+7D28	fu1	f	u	1	1000
紩	U+7D29	dit6	d	it	6	1000
紪	U+7D2A	cai1	c	ai	1	1000
紫	U+7D2B	zi2	z	i	2	1000
紬	U+7D2C	cau4	c	au	4	1000
紬	U+7D2C	cau1	c	au	1	999
紭	U+7D2D	wang4	w	ang	4	1000
紮	U+7D2E	zaat3	z	aat	3	1000
累	U+7D2F	leoi6	l	eoi	6	1000
累	U+7D2F	leoi5	l	eoi	5	999
累	U+7D2F	leoi4	l	eoi	4	998
細	U+7D30	sai3	s	ai	3	1000
細	U+7D30	sai2	s	ai	2	999
紱	U+7D31	fat1	f	at	1	1000
紲	U+7D32	sit3	s	it	3	1000
紲	U+7D32	jai6	j	ai	6	999
紳	U+7D33	san1	s	an	1	1000
紴	U+7D34	bo1	b	o	1	1000
紵	U+7D35	cyu5	c	yu	5	1000
紶	U+7D36	keoi1	k	eoi	1	1000
紷	U+7D37	ling4	l	ing	4	1000
紸	U+7D38	zyu3	z	yu	3	1000
紹	U+7D39	siu6	s	iu	6	1000
紺	U+7D3A	gam3	g	am	3	1000
紻	U+7D3B	joeng2	j	oeng	2	1000
紼	U+7D3C	fat1	f	at	1	1000
紽	U+7D3D	to4	t	o	4	1000
紾	U+7D3E	zan2	z	an	2	1000
紾	U+7D3E	can2	c	an	2	999
紿	U+7D3F	doi6	d	oi	6	1000
紿	U+7D3F	toi5	t	oi	5	999
絀	U+7D40	zyut3	z	yut	3	1000
絀	U+7D40	zyut6	z	yut	6	999
絀	U+7D40	zeot1	z	eot	1	998
絁	U+7D41	si1	s	i	1	1000
終	U+7D42	zung1	z	ung	1	1000
絃	U+7D43	jin4	j	in	4	1000
絃	U+7D43	jyun4	j	yun	4	999
組	U+7D44	zou2	z	ou	2	1000
絅	U+7D45	gwing2	gw	ing	2	1000
絆	U+7D46	bun6	b	un	6	1000
絇	U+7D47	keoi4	k	eoi	4	1000
絈	U+7D48	mak6	m	ak	6	1000
絉	U+7D49	seot6	s	eot	6	1000
絊	U+7D4A	zeoi3	z	eoi	3	1000
絋	U+7D4B	kwong3	kw	ong	3	1000
絋	U+7D4B	kong3	k	ong	3	999
経	U+7D4C	ging1	g	ing	1	1000
絍	U+7D4D	jam6	j	am	6	1000
絍	U+7D4D	jam4	j	am	4	999
絎	U+7D4E	hong4	h	ong	4	1000
絏	U+7D4F	jai6	j	ai	6	1000
絏	U+7D4F	sit3	s	it	3	999
結	U+7D50	git3	g	it	3	1000
結	U+7D50	lit3	l	it	3	999
結	U+7D50	gai3	g	ai	3	998
絑	U+7D51	zyu1	z	yu	1	1000
絒	U+7D52	cau4	c	au	4	1000
絓	U+7D53	gwaa3	gw	aa	3	1000
絔	U+7D54	baak3	b	aak	3	1000
絕	U+7D55	zyut6	z	yut	6	1000
絕	U+7D55	zyut2	z	yut	2	999
絖	U+7D56	kwong3	kw	ong	3	1000
絖	U+7D56	kong3	k	ong	3	999
絗	U+7D57	wat6	w	at	6	1000
絘	U+7D58	ci3	c	i	3	1000
絙	U+7D59	gang1	g	ang	1	1000
絙	U+7D59	gang2	g	ang	2	999
絚	U+7D5A	gang1	g	ang	1	1000
絚	U+7D5A	gang2	g	ang	2	999
絛	U+7D5B	tou1	t	ou	1	1000
絜	U+7D5C	git3	g	it	3	1000
絝	U+7D5D	fu3	f	u	3	1000
絞	U+7D5E	gaau2	g	aau	2	1000
絟	U+7D5F	cyun1	c	yun	1	1000
絠	U+7D60	goi2	g	oi	2	1000
絡	U+7D61	lok3	l	ok	3	1000
絡	U+7D61	lok2	l	ok	2	999
絡	U+7D61	lok6	l	ok	6	998
絢	U+7D62	hyun3	h	yun	3	1000
絢	U+7D62	seon1	s	eon	1	999
絣	U+7D63	bang1	b	ang	1	1000
絤	U+7D64	sin3	s	in	3	1000
絥	U+7D65	fuk6	f	uk	6	1000
絥	U+7D65	bei6	b	ei	6	999
給	U+7D66	kap1	k	ap	1	1000
絧	U+7D67	dung6	d	ung	6	1000
絨	U+7D68	jung2	j	ung	2	1000
絨	U+7D68	jung4	j	ung	4	999
絩	U+7D69	tiu3	t	iu	3	1000
絪	U+7D6A	jan1	j	an	1	1000
絫	U+7D6B	leoi5	l	eoi	5	1000
絬	U+7D6C	sit3	s	it	3	1000
絭	U+7D6D	gyun3	g	yun	3	1000
絭	U+7D6D	hyun3	h	yun	3	999
絮	U+7D6E	seoi5	s	eoi	5	1000
絮	U+7D6E	seoi6	s	eoi	6	999
絯	U+7D6F	goi1	g	oi	1	1000
絰	U+7D70	dit6	d	it	6	1000
統	U+7D71	tung2	t	ung	2	1000
絲	U+7D72	si1	s	i	1	1000
絳	U+7D73	gong3	g	ong	3	1000
絴	U+7D74	coeng4	c	oeng	4	1000
絵	U+7D75	kui2	k	ui	2	1000
絵	U+7D75	kwui2	kw	ui	2	999
絶	U+7D76	zyut6	z	yut	6	1000
絷	U+7D77	zap1	z	ap	1	1000
絸	U+7D78	gaan2	g	aan	2	1000
絹	U+7D79	gyun3	g	yun	3	1000
絺	U+7D7A	ci1	c	i	1	1000
絻	U+7D7B	man6	m	an	6	1000
絻	U+7D7B	min5	m	in	5	999
絼	U+7D7C	zi6	z	i	6	1000
絽	U+7D7D	leoi5	l	eoi	5	1000
絾	U+7D7E	sing4	s	ing	4	1000
絿	U+7D7F	kau4	k	au	4	1000
綀	U+7D80	so1	s	o	1	1000
綁	U+7D81	bong2	b	ong	2	1000
綂	U+7D82	tung2	t	ung	2	1000
綃	U+7D83	siu1	s	iu	1	1000
綄	U+7D84	jyun4	j	yun	4	1000
綅	U+7D85	cim1	c	im	1	1000
綅	U+7D85	cam1	c	am	1	999
綆	U+7D86	gang2	g	ang	2	1000
綇	U+7D87	sau2	s	au	2	1000
綈	U+7D88	tai4	t	ai	4	1000
綈	U+7D88	tai3	t	ai	3	999
綉	U+7D89	sau3	s	au	3	1000
綊	U+7D8A	haap6	h	aap	6	1000
綋	U+7D8B	wang4	w	ang	4	1000
綌	U+7D8C	gwik1	gw	ik	1	1000
綍	U+7D8D	fat1	f	at	1	1000
綎	U+7D8E	ting1	t	ing	1	1000
綎	U+7D8E	ting4	t	ing	4	999
綏	U+7D8F	seoi1	s	eoi	1	1000
綐	U+7D90	deoi6	d	eoi	6	1000
綑	U+7D91	kwan2	kw	an	2	1000
綒	U+7D92	fu1	f	u	1	1000
經	U+7D93	ging1	g	ing	1	1000
綔	U+7D94	wu6	w	u	6	1000
綕	U+7D95	zik1	z	ik	1	1000
綖	U+7D96	jin4	j	in	4	1000
綖	U+7D96	jin1	j	in	1	999
綗	U+7D97	gwing2	gw	ing	2	1000
綘	U+7D98	fung4	f	ung	4	1000
継	U+7D99	gai3	g	ai	3	1000
続	U+7D9A	zuk6	z	uk	6	1000
綛	U+7D9B	jan2	j	an	2	1000
綜	U+7D9C	zung1	z	ung	1	1000
綜	U+7D9C	zung3	z	ung	3	999
綝	U+7D9D	sam1	s	am	1	1000
綝	U+7D9D	lam4	l	am	4	999
綞	U+7D9E	do2	d	o	2	1000
綟	U+7D9F	lit6	l	it	6	1000
綟	U+7D9F	lai6	l	ai	6	999
綠	U+7DA0	luk6	l	uk	6	1000
綠	U+7DA0	luk2	l	uk	2	999
綡	U+7DA1	loeng4	l	oeng	4	1000
綢	U+7DA2	cau4	c	au	4	1000
綢	U+7DA2	cau2	c	au	2	999
綣	U+7DA3	hyun3	h	yun	3	1000
綤	U+7DA4	siu6	s	iu	6	1000
綥	U+7DA5	kei4	k	ei	4	1000
綦	U+7DA6	kei4	k	ei	4	1000
綧	U+7DA7	zeon2	z	eon	2	1000
綨	U+7DA8	kei4	k	ei	4	1000
綩	U+7DA9	jyun2	j	yun	2	1000
綪	U+7DAA	sin6	s	in	6	1000
綪	U+7DAA	zang1	z	ang	1	999
綫	U+7DAB	sin3	s	in	3	1000
綬	U+7DAC	sau6	s	au	6	1000
維	U+7DAD	wai4	w	ai	4	1000
綮	U+7DAE	hing3	h	ing	3	1000
綮	U+7DAE	kai2	k	ai	2	999
綯	U+7DAF	tou4	t	ou	4	1000
綰	U+7DB0	waan2	w	aan	2	1000
綱	U+7DB1	gong1	g	ong	1	1000
網	U+7DB2	mong5	m	ong	5	1000
網	U+7DB2	mong1	m	ong	1	999
綳	U+7DB3	bang1	b	ang	1	1000
綳	U+7DB3	mang2	m	ang	2	999
綳	U+7DB3	maang1	m	aang	1	998
綴	U+7DB4	zeoi3	z	eoi	3	1000
綴	U+7DB4	zeoi6	z	eoi	6	999
綴	U+7DB4	zyut3	z	yut	3	998
綴	U+7DB4	zyut6	z	yut	6	997
綵	U+7DB5	coi2	c	oi	2	1000
綶	U+7DB6	gwo2	gw	o	2	1000
綶	U+7DB6	go2	g	o	2	999
綷	U+7DB7	ceoi3	c	eoi	3	1000
綸	U+7DB8	leon4	l	eon	4	1000
綸	U+7DB8	gwaan1	gw	aan	1	999
綹	U+7DB9	lau5	l	au	5	1000
綺	U+7DBA	ji2	j	i	2	1000
綻	U+7DBB	zaan6	z	aan	6	1000
綼	U+7DBC	bik1	b	ik	1	1000
綽	U+7DBD	coek3	c	oek	3	1000
綽	U+7DBD	caau1	c	aau	1	999
綾	U+7DBE	ling4	l	ing	4	1000
綿	U+7DBF	min4	m	in	4	1000
緀	U+7DC0	cai1	c	ai	1	1000
緁	U+7DC1	cip3	c	ip	3	1000
緁	U+7DC1	zip3	z	ip	3	999
緁	U+7DC1	cap1	c	ap	1	998
緂	U+7DC2	taam1	t	aam	1	1000
緃	U+7DC3	zung1	z	ung	1	1000
緄	U+7DC4	gwan2	gw	an	2	1000
緅	U+7DC5	zau1	z	au	1	1000
緆	U+7DC6	sik1	s	ik	1	1000
緇	U+7DC7	zi1	z	i	1	1000
緈	U+7DC8	hang6	h	ang	6	1000
緉	U+7DC9	loeng5	l	oeng	5	1000
緊	U+7DCA	gan2	g	an	2	1000
緋	U+7DCB	fei1	f	ei	1	1000
緌	U+7DCC	jeoi4	j	eoi	4	1000
緍	U+7DCD	man4	m	an	4	1000
緎	U+7DCE	wik6	w	ik	6	1000
総	U+7DCF	zung2	z	ung	2	1000
緐	U+7DD0	po4	p	o	4	1000
緐	U+7DD0	faan4	f	aan	4	999
緑	U+7DD1	luk6	l	uk	6	1000
緒	U+7DD2	seoi5	s	eoi	5	1000
緓	U+7DD3	jing1	j	ing	1	1000
緔	U+7DD4	soeng5	s	oeng	5	1000
緕	U+7DD5	cai4	c	ai	4	1000
緖	U+7DD6	seoi5	s	eoi	5	1000
緗	U+7DD7	soeng1	s	oeng	1	1000
緘	U+7DD8	gaam1	g	aam	1	1000
緘	U+7DD8	zin1	z	in	1	999
緙	U+7DD9	kaak1	k	aak	1	1000
緙	U+7DD9	kaak3	k	aak	3	999
線	U+7DDA	sin3	s	in	3	1000
線	U+7DDA	sin2	s	in	2	999
緛	U+7DDB	jyun5	j	yun	5	1000
緜	U+7DDC	min4	m	in	4	1000
緝	U+7DDD	cap1	c	ap	1	1000
緞	U+7DDE	dyun6	d	yun	6	1000
緞	U+7DDE	dyun2	d	yun	2	999
緟	U+7DDF	cung5	c	ung	5	1000
締	U+7DE0	dai3	d	ai	3	1000
締	U+7DE0	tai3	t	ai	3	999
緡	U+7DE1	man4	m	an	4	1000
緢	U+7DE2	miu4	m	iu	4	1000
緣	U+7DE3	jyun4	j	yun	4	1000
緣	U+7DE3	jyun6	j	yun	6	999
緤	U+7DE4	sit3	s	it	3	1000
緥	U+7DE5	bou2	b	ou	2	1000
緦	U+7DE6	si1	s	i	1	1000
緧	U+7DE7	cau1	c	au	1	1000
編	U+7DE8	pin1	p	in	1	1000
緩	U+7DE9	wun6	w	un	6	1000
緩	U+7DE9	wun4	w	un	4	999
緪	U+7DEA	gang1	g	ang	1	1000
緪	U+7DEA	gang2	g	ang	2	999
緫	U+7DEB	zung2	z	ung	2	1000
緬	U+7DEC	min5	m	in	5	1000
緭	U+7DED	wai6	w	ai	6	1000
緮	U+7DEE	fuk6	f	uk	6	1000
緯	U+7DEF	wai5	w	ai	5	1000
緰	U+7DF0	tau4	t	au	4	1000
緱	U+7DF1	gau1	g	au	1	1000
緲	U+7DF2	miu5	m	iu	5	1000
緳	U+7DF3	kit3	k	it	3	1000
練	U+7DF4	lin6	l	in	6	1000
緵	U+7DF5	zung1	z	ung	1	1000
緶	U+7DF6	pin4	p	in	4	1000
緶	U+7DF6	bin1	b	in	1	999
緷	U+7DF7	wan6	w	an	6	1000
緸	U+7DF8	jan1	j	an	1	1000
緹	U+7DF9	tai4	t	ai	4	1000
緺	U+7DFA	gwaa1	gw	aa	1	1000
緻	U+7DFB	zi3	z	i	3	1000
緼	U+7DFC	wan3	w	an	3	1000
緼	U+7DFC	wan1	w	an	1	999
緽	U+7DFD	cing1	c	ing	1	1000
緾	U+7DFE	cin4	c	in	4	1000
緿	U+7DFF	doi6	d	oi	6	1000
縀	U+7E00	dyun6	d	yun	6	1000
縁	U+7E01	jyun4	j	yun	4	1000
縂	U+7E02	zung2	z	ung	2	1000
縃	U+7E03	seoi1	s	eoi	1	1000
縄	U+7E04	sing4	s	ing	4	1000
縅	U+7E05	wai1	w	ai	1	1000
縆	U+7E06	gang1	g	ang	1	1000
縆	U+7E06	gang2	g	ang	2	999
縇	U+7E07	syun1	s	yun	1	1000
縈	U+7E08	jing4	j	ing	4	1000
縉	U+7E09	zeon3	z	eon	3	1000
縊	U+7E0A	ai3		ai	3	1000
縊	U+7E0A	ngai3	ng	ai	3	999
縋	U+7E0B	zeoi6	z	eoi	6	1000
縌	U+7E0C	jik6	j	ik	6	1000
縍	U+7E0D	bong1	b	ong	1	1000
縎	U+7E0E	gwat1	gw	at	1	1000
縏	U+7E0F	pun4	p	un	4	1000
縐	U+7E10	zau3	z	au	3	1000
縑	U+7E11	gim1	g	im	1	1000
縒	U+7E12	ci1	c	i	1	1000
縓	U+7E13	cyun4	c	yun	4	1000
縓	U+7E13	cyun3	c	yun	3	999
縔	U+7E14	song2	s	ong	2	1000
縕	U+7E15	wan3	w	an	3	1000
縕	U+7E15	wan1	w	an	1	999
縖	U+7E16	hat6	h	at	6	1000
縗	U+7E17	ceoi1	c	eoi	1	1000
縘	U+7E18	hai6	h	ai	6	1000
縙	U+7E19	jung4	j	ung	4	1000
縚	U+7E1A	tou1	t	ou	1	1000
縛	U+7E1B	bok3	b	ok	3	1000
縛	U+7E1B	fok3	f	ok	3	999
縜	U+7E1C	wan4	w	an	4	1000
縝	U+7E1D	zan2	z	an	2	1000
縝	U+7E1D	can2	c	an	2	999
縞	U+7E1E	gou2	g	ou	2	1000
縟	U+7E1F	juk6	j	uk	6	1000
縠	U+7E20	huk6	h	uk	6	1000
縡	U+7E21	zoi2	z	oi	2	1000
縡	U+7E21	zoi3	z	oi	3	999
縢	U+7E22	tang4	t	ang	4	1000
縣	U+7E23	jyun6	j	yun	6	1000
縣	U+7E23	jyun2	j	yun	2	999
縣	U+7E23	jyun4	j	yun	4	998
縤	U+7E24	sou3	s	ou	3	1000
縥	U+7E25	zeon2	z	eon	2	1000
縦	U+7E26	zung3	z	ung	3	1000
縧	U+7E27	tou1	t	ou	1	1000
縨	U+7E28	fong2	f	ong	2	1000
縩	U+7E29	coi3	c	oi	3	1000
縪	U+7E2A	bat1	b	at	1	1000
縫	U+7E2B	fung4	f	ung	4	1000
縫	U+7E2B	fung2	f	ung	2	999
縫	U+7E2B	fung6	f	ung	6	998
縬	U+7E2C	zuk1	z	uk	1	1000
縭	U+7E2D	lei4	l	ei	4	1000
縮	U+7E2E	suk1	s	uk	1	1000
縯	U+7E2F	jin2	j	in	2	1000
縰	U+7E30	si2	s	i	2	1000
縰	U+7E30	saai2	s	aai	2	999
縱	U+7E31	zung3	z	ung	3	1000
縱	U+7E31	zung1	z	ung	1	999
縲	U+7E32	leoi4	l	eoi	4	1000
縳	U+7E33	gyun3	g	yun	3	1000
縴	U+7E34	hin3	h	in	3	1000
縴	U+7E34	hin1	h	in	1	999
縵	U+7E35	maan6	m	aan	6	1000
縶	U+7E36	zap1	z	ap	1	1000
縷	U+7E37	leoi5	l	eoi	5	1000
縷	U+7E37	lau5	l	au	5	999
縷	U+7E37	lau2	l	au	2	998
縸	U+7E38	mou6	m	ou	6	1000
縹	U+7E39	piu5	p	iu	5	1000
縹	U+7E39	piu1	p	iu	1	999
縺	U+7E3A	lin4	l	in	4	1000
縻	U+7E3B	mei4	m	ei	4	1000
縼	U+7E3C	syun6	s	yun	6	1000
總	U+7E3D	zung2	z	ung	2	1000
績	U+7E3E	zik1	z	ik	1	1000
縿	U+7E3F	saam1	s	aam	1	1000
繀	U+7E40	seoi3	s	eoi	3	1000
繁	U+7E41	faan4	f	aan	4	1000
繁	U+7E41	po4	p	o	4	999
繂	U+7E42	leot6	l	eot	6	1000
繃	U+7E43	bang1	b	ang	1	1000
繃	U+7E43	mang2	m	ang	2	999
繃	U+7E43	maang1	m	aang	1	998
繄	U+7E44	ji1	j	i	1	1000
繅	U+7E45	sou1	s	ou	1	1000
繆	U+7E46	mau4	m	au	4	1000
繆	U+7E46	mau6	m	au	6	999
繆	U+7E46	maau6	m	aau	6	998
繆	U+7E46	miu6	m	iu	6	997
繆	U+7E46	muk6	m	uk	6	996
繇	U+7E47	jau4	j	au	4	1000
繇	U+7E47	jiu4	j	iu	4	999
繇	U+7E47	zau6	z	au	6	998
繈	U+7E48	koeng5	k	oeng	5	1000
繉	U+7E49	wan4	w	an	4	1000
繊	U+7E4A	cim1	c	im	1	1000
繋	U+7E4B	hai6	h	ai	6	1000
繌	U+7E4C	zung1	z	ung	1	1000
繍	U+7E4D	sau3	s	au	3	1000
繎	U+7E4E	jin4	j	in	4	1000
繏	U+7E4F	syun3	s	yun	3	1000
繐	U+7E50	seoi6	s	eoi	6	1000
繐	U+7E50	seoi2	s	eoi	2	999
繑	U+7E51	hiu1	h	iu	1	1000
繑	U+7E51	kiu5	k	iu	5	999
繒	U+7E52	zang1	z	ang	1	1000
繒	U+7E52	zang6	z	ang	6	999
繓	U+7E53	dyut3	d	yut	3	1000
織	U+7E54	zik1	z	ik	1	1000
織	U+7E54	zi3	z	i	3	999
織	U+7E54	ci3	c	i	3	998
繕	U+7E55	sin6	s	in	6	1000
繖	U+7E56	saan3	s	aan	3	1000
繗	U+7E57	leon4	l	eon	4	1000
繘	U+7E58	wat6	w	at	6	1000
繙	U+7E59	faan4	f	aan	4	1000
繙	U+7E59	faan1	f	aan	1	999
繚	U+7E5A	liu4	l	iu	4	1000
繚	U+7E5A	liu1	l	iu	1	999
繛	U+7E5B	coek3	c	oek	3	1000
繜	U+7E5C	zeon1	z	eon	1	1000
繝	U+7E5D	gaan3	g	aan	3	1000
繞	U+7E5E	jiu2	j	iu	2	1000
繞	U+7E5E	jiu5	j	iu	5	999
繟	U+7E5F	taan4	t	aan	4	1000
繠	U+7E60	jeoi5	j	eoi	5	1000
繡	U+7E61	sau3	s	au	3	1000
繢	U+7E62	kui2	k	ui	2	1000
繢	U+7E62	kwui2	kw	ui	2	999
繣	U+7E63	waak6	w	aak	6	1000
繤	U+7E64	zyun2	z	yun	2	1000
繥	U+7E65	hei1	h	ei	1	1000
繦	U+7E66	koeng5	k	oeng	5	1000
繧	U+7E67	wan4	w	an	4	1000
繨	U+7E68	daat6	d	aat	6	1000
繩	U+7E69	sing4	s	ing	4	1000
繩	U+7E69	sing2	s	ing	2	999
繪	U+7E6A	kui2	k	ui	2	1000
繪	U+7E6A	kwui2	kw	ui	2	999
繪	U+7E6A	kui3	k	ui	3	998
繪	U+7E6A	kwui3	kw	ui	3	997
繫	U+7E6B	hai6	h	ai	6	1000
繫	U+7E6B	gai3	g	ai	3	999
繬	U+7E6C	sik1	s	ik	1	1000
繭	U+7E6D	gaan2	g	aan	2	1000
繮	U+7E6E	goeng1	g	oeng	1	1000
繯	U+7E6F	waan4	w	aan	4	1000
繯	U+7E6F	waan6	w	aan	6	999
繰	U+7E70	zou2	z	ou	2	1000
繰	U+7E70	sou1	s	ou	1	999
繰	U+7E70	ciu1	c	iu	1	998
繱	U+7E71	cung1	c	ung	1	1000
繲	U+7E72	gaai3	g	aai	3	1000
繳	U+7E73	giu2	g	iu	2	1000
繳	U+7E73	zoek3	z	oek	3	999
繴	U+7E74	bik1	b	ik	1	1000
繵	U+7E75	daan6	d	aan	6	1000
繶	U+7E76	jik1	j	ik	1	1000
繷	U+7E77	nung5	n	ung	5	1000
繷	U+7E77	lung5	l	ung	5	999
繸	U+7E78	seoi6	s	eoi	6	1000
繹	U+7E79	jik6	j	ik	6	1000
繺	U+7E7A	saai2	s	aai	2	1000
繻	U+7E7B	seoi1	s	eoi	1	1000
繻	U+7E7B	jyu4	j	yu	4	999
繼	U+7E7C	gai3	g	ai	3	1000
繽	U+7E7D	ban1	b	an	1	1000
繾	U+7E7E	hin2	h	in	2	1000
繿	U+7E7F	laam4	l	aam	4	1000
纀	U+7E80	fuk6	f	uk	6	1000
纀	U+7E80	buk6	b	uk	6	999
纁	U+7E81	fan1	f	an	1	1000
纂	U+7E82	zyun2	z	yun	2	1000
纃	U+7E83	cai4	c	ai	4	1000
纄	U+7E84	pung4	p	ung	4	1000
纅	U+7E85	joek6	j	oek	6	1000
纆	U+7E86	mak6	m	ak	6	1000
纇	U+7E87	leoi6	l	eoi	6	1000
纈	U+7E88	kit3	k	it	3	1000
纈	U+7E88	hit3	h	it	3	999
纈	U+7E88	lit3	l	it	3	998
纉	U+7E89	zyun2	z	yun	2	1000
纊	U+7E8A	kwong3	kw	ong	3	1000
纊	U+7E8A	kong3	k	ong	3	999
纋	U+7E8B	jau1	j	au	1	1000
續	U+7E8C	zuk6	z	uk	6	1000
纍	U+7E8D	leoi4	l	eoi	4	1000
